Subject,Body,Text,label
Welcome to our service,"Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.","Welcome to our service Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.",0
WINNER WINNER - Lottery Results Inside,URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account.,WINNER WINNER - Lottery Results Inside URGENT NOTICE: Your bank account shows suspicious login from foreign country. Immediate action required. Send your PIN and password to security@bank-update.xyz to secure your account. $$$,1
Welcome to our service,"Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.","Welcome to our service Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.",0
Your subscription has been renewed,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Your subscription has been renewed Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Team meeting tomorrow at 10am,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Team meeting tomorrow at 10am Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Alert: Unusual activity detected on your account,ACT NOW!!! Limited time offer expires in 24 hours!!! Get FREE money $$$ just click and verify your account details. 100 percent guaranteed no risk!!!,Alert: Unusual activity detected on your account ACT NOW!!! Limited time offer expires in 24 hours!!! Get FREE money $$$ just click and verify your account details. 100 percent guaranteed no risk!!! $$$,1
Invoice for services rendered,"Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.","Invoice for services rendered Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.",0
FREE iPhone 15 - Click to claim your prize,"Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details.","FREE iPhone 15 - Click to claim your prize Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details. ACT NOW!!!",1
Welcome to our service,"Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.","Welcome to our service Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.",0
Your payment is pending - Act NOW,"Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update","Your payment is pending - Act NOW Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update FREE MONEY",1
URGENT: Your account has been compromised,Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify.,URGENT: Your account has been compromised Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify. CLICK NOW,1
Project update - Sprint review,Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,Project update - Sprint review Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,0
FREE iPhone 15 - Click to claim your prize,Your credit card has been charged $299. If you did not authorize this transaction click the link immediately to cancel and get refund. Verify your account now http://refund-now.xyz,FREE iPhone 15 - Click to claim your prize Your credit card has been charged $299. If you did not authorize this transaction click the link immediately to cancel and get refund. Verify your account now http://refund-now.xyz URGENT!!!,1
Final notice: Confirm your bank details,Your credit card has been charged $299. If you did not authorize this transaction click the link immediately to cancel and get refund. Verify your account now http://refund-now.xyz,Final notice: Confirm your bank details Your credit card has been charged $299. If you did not authorize this transaction click the link immediately to cancel and get refund. Verify your account now http://refund-now.xyz VERIFY NOW,1
Your subscription has been renewed,"Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.","Your subscription has been renewed Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.",0
Monthly report attached,"Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.","Monthly report attached Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.",0
Re: Follow up from last call,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Re: Follow up from last call Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
"Congratulations! You won $1,000,000",Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify.,"Congratulations! You won $1,000,000 Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify. ACT NOW!!!",1
Your account will be suspended - Update now,"Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update","Your account will be suspended - Update now Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update VERIFY NOW",1
URGENT: Your account has been compromised,WIN WIN WIN!!! You are the lucky selected winner of our monthly draw. Claim your prize of $50000 today by sending your personal details and a small processing fee of $50.,URGENT: Your account has been compromised WIN WIN WIN!!! You are the lucky selected winner of our monthly draw. Claim your prize of $50000 today by sending your personal details and a small processing fee of $50. $$$,1
Welcome to our service,"Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.","Welcome to our service Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.",0
WINNER WINNER - Lottery Results Inside,Your credit card has been charged $299. If you did not authorize this transaction click the link immediately to cancel and get refund. Verify your account now http://refund-now.xyz,WINNER WINNER - Lottery Results Inside Your credit card has been charged $299. If you did not authorize this transaction click the link immediately to cancel and get refund. Verify your account now http://refund-now.xyz ACT NOW!!!,1
Reminder: Annual leave request,"Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.","Reminder: Annual leave request Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.",0
Meeting notes from yesterday,"Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.","Meeting notes from yesterday Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.",0
Monthly report attached,"Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.","Monthly report attached Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.",0
Monthly report attached,Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,Monthly report attached Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,0
Reminder: Annual leave request,"Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.","Reminder: Annual leave request Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.",0
Verify your account immediately,ACT NOW!!! Limited time offer expires in 24 hours!!! Get FREE money $$$ just click and verify your account details. 100 percent guaranteed no risk!!!,Verify your account immediately ACT NOW!!! Limited time offer expires in 24 hours!!! Get FREE money $$$ just click and verify your account details. 100 percent guaranteed no risk!!! URGENT!!!,1
Your order has been shipped,"Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.","Your order has been shipped Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.",0
Your order has been shipped,"Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.","Your order has been shipped Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.",0
Welcome to our service,"Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.","Welcome to our service Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.",0
Welcome to our service,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Welcome to our service Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Exclusive offer - $500 cash reward for you,"Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update","Exclusive offer - $500 cash reward for you Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update $$$",1
"Congratulations! You won $1,000,000","Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update","Congratulations! You won $1,000,000 Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update VERIFY NOW",1
"Congratulations! You won $1,000,000","CONGRATULATIONS!!! You have been selected as our lucky winner. To claim your $1,000,000 prize send your full name bank account number and social security number to our claims office immediately!!!","Congratulations! You won $1,000,000 CONGRATULATIONS!!! You have been selected as our lucky winner. To claim your $1,000,000 prize send your full name bank account number and social security number to our claims office immediately!!! VERIFY NOW",1
"Congratulations! You won $1,000,000","Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details.","Congratulations! You won $1,000,000 Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details. VERIFY NOW",1
Alert: Unusual activity detected on your account,"Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update","Alert: Unusual activity detected on your account Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update ACT NOW!!!",1
Welcome to our service,"Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.","Welcome to our service Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.",0
"Congratulations! You won $1,000,000",ACT NOW!!! Limited time offer expires in 24 hours!!! Get FREE money $$$ just click and verify your account details. 100 percent guaranteed no risk!!!,"Congratulations! You won $1,000,000 ACT NOW!!! Limited time offer expires in 24 hours!!! Get FREE money $$$ just click and verify your account details. 100 percent guaranteed no risk!!! ACT NOW!!!",1
Your account will be suspended - Update now,"Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details.","Your account will be suspended - Update now Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details. URGENT!!!",1
Your order has been shipped,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Your order has been shipped Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Meeting notes from yesterday,"Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.","Meeting notes from yesterday Good morning everyone, attached are the notes from yesterday sprint retrospective meeting. Action items have been assigned and are due by Friday. Please review and confirm receipt.",0
Project update - Sprint review,"Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.","Project update - Sprint review Hi team, just a quick reminder that we have our weekly standup tomorrow at 9am. Please make sure to update your tasks in Jira before the meeting. See you all then. Best regards.",0
Your account will be suspended - Update now,"Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details.","Your account will be suspended - Update now Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details. ACT NOW!!!",1
Welcome to our service,"Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.","Welcome to our service Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.",0
WINNER WINNER - Lottery Results Inside,Dear friend I am a Nigerian prince with $15 million USD that I need to transfer urgently. I need your bank details to complete this transaction and you will receive 30 percent commission.,WINNER WINNER - Lottery Results Inside Dear friend I am a Nigerian prince with $15 million USD that I need to transfer urgently. I need your bank details to complete this transaction and you will receive 30 percent commission. VERIFY NOW,1
Invoice for services rendered,"Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.","Invoice for services rendered Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.",0
Team meeting tomorrow at 10am,"Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.","Team meeting tomorrow at 10am Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.",0
Welcome to our service,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Welcome to our service Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Reminder: Annual leave request,"Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.","Reminder: Annual leave request Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.",0
Reminder: Annual leave request,"Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.","Reminder: Annual leave request Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.",0
Invoice for services rendered,"Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.","Invoice for services rendered Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.",0
Your order has been shipped,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Your order has been shipped Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Welcome to our service,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Welcome to our service Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Meeting notes from yesterday,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Meeting notes from yesterday Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Project update - Sprint review,Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,Project update - Sprint review Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,0
WINNER WINNER - Lottery Results Inside,Dear friend I am a Nigerian prince with $15 million USD that I need to transfer urgently. I need your bank details to complete this transaction and you will receive 30 percent commission.,WINNER WINNER - Lottery Results Inside Dear friend I am a Nigerian prince with $15 million USD that I need to transfer urgently. I need your bank details to complete this transaction and you will receive 30 percent commission. $$$,1
URGENT: Your account has been compromised,Dear friend I am a Nigerian prince with $15 million USD that I need to transfer urgently. I need your bank details to complete this transaction and you will receive 30 percent commission.,URGENT: Your account has been compromised Dear friend I am a Nigerian prince with $15 million USD that I need to transfer urgently. I need your bank details to complete this transaction and you will receive 30 percent commission. ACT NOW!!!,1
Invoice for services rendered,"Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.","Invoice for services rendered Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.",0
Your order has been shipped,"Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.","Your order has been shipped Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.",0
URGENT: Your account has been compromised,WIN WIN WIN!!! You are the lucky selected winner of our monthly draw. Claim your prize of $50000 today by sending your personal details and a small processing fee of $50.,URGENT: Your account has been compromised WIN WIN WIN!!! You are the lucky selected winner of our monthly draw. Claim your prize of $50000 today by sending your personal details and a small processing fee of $50. FREE MONEY,1
Your subscription has been renewed,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Your subscription has been renewed Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Your order has been shipped,"Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.","Your order has been shipped Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.",0
Final notice: Confirm your bank details,Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify.,Final notice: Confirm your bank details Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify. ,1
Exclusive offer - $500 cash reward for you,ACT NOW!!! Limited time offer expires in 24 hours!!! Get FREE money $$$ just click and verify your account details. 100 percent guaranteed no risk!!!,Exclusive offer - $500 cash reward for you ACT NOW!!! Limited time offer expires in 24 hours!!! Get FREE money $$$ just click and verify your account details. 100 percent guaranteed no risk!!! URGENT!!!,1
Re: Follow up from last call,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Re: Follow up from last call Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Exclusive offer - $500 cash reward for you,"Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details.","Exclusive offer - $500 cash reward for you Dear beneficiary, I am contacting you regarding a business proposal of $10.5 million dollars which I need your assistance to transfer. Reply with your full name and account details. $$$",1
Monthly report attached,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Monthly report attached Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
Re: Follow up from last call,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Re: Follow up from last call Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Invoice for services rendered,"Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.","Invoice for services rendered Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.",0
Exclusive offer - $500 cash reward for you,Dear friend I am a Nigerian prince with $15 million USD that I need to transfer urgently. I need your bank details to complete this transaction and you will receive 30 percent commission.,Exclusive offer - $500 cash reward for you Dear friend I am a Nigerian prince with $15 million USD that I need to transfer urgently. I need your bank details to complete this transaction and you will receive 30 percent commission. ,1
Your subscription has been renewed,"Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.","Your subscription has been renewed Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.",0
FREE iPhone 15 - Click to claim your prize,Hello dear we are pleased to inform you that your email address has won ONE MILLION DOLLARS in our online lottery. Send us $100 processing fee to claim your winning prize.,FREE iPhone 15 - Click to claim your prize Hello dear we are pleased to inform you that your email address has won ONE MILLION DOLLARS in our online lottery. Send us $100 processing fee to claim your winning prize. $$$,1
Team meeting tomorrow at 10am,"Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.","Team meeting tomorrow at 10am Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.",0
Exclusive offer - $500 cash reward for you,Dear friend I am a Nigerian prince with $15 million USD that I need to transfer urgently. I need your bank details to complete this transaction and you will receive 30 percent commission.,Exclusive offer - $500 cash reward for you Dear friend I am a Nigerian prince with $15 million USD that I need to transfer urgently. I need your bank details to complete this transaction and you will receive 30 percent commission. CLICK NOW,1
Team meeting tomorrow at 10am,"Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.","Team meeting tomorrow at 10am Dear team, this is a reminder to submit your timesheet by end of day Friday. If you have any issues accessing the system please contact HR. Thank you for your cooperation.",0
WINNER WINNER - Lottery Results Inside,Dear friend I am a Nigerian prince with $15 million USD that I need to transfer urgently. I need your bank details to complete this transaction and you will receive 30 percent commission.,WINNER WINNER - Lottery Results Inside Dear friend I am a Nigerian prince with $15 million USD that I need to transfer urgently. I need your bank details to complete this transaction and you will receive 30 percent commission. FREE MONEY,1
Your subscription has been renewed,Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,Your subscription has been renewed Your annual subscription has been renewed successfully. Your next billing date is January 1 2026. You can manage your subscription settings in your account dashboard. Thank you.,0
Team meeting tomorrow at 10am,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Team meeting tomorrow at 10am Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Meeting notes from yesterday,"Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.","Meeting notes from yesterday Hello, please find attached the monthly financial report for your review. Let me know if you have any questions or need additional information. Thanks and have a great day.",0
WINNER WINNER - Lottery Results Inside,Your credit card has been charged $299. If you did not authorize this transaction click the link immediately to cancel and get refund. Verify your account now http://refund-now.xyz,WINNER WINNER - Lottery Results Inside Your credit card has been charged $299. If you did not authorize this transaction click the link immediately to cancel and get refund. Verify your account now http://refund-now.xyz FREE MONEY,1
Re: Follow up from last call,"Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.","Re: Follow up from last call Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.",0
Re: Follow up from last call,"Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.","Re: Follow up from last call Hi Sarah, thank you for your email. I have reviewed the proposal and it looks great. I have a few minor suggestions which I will share in our meeting on Thursday. Looking forward to it.",0
Project update - Sprint review,"Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.","Project update - Sprint review Hi, your order #12345 has been shipped and is on its way. Expected delivery is 3-5 business days. You can track your package using the tracking number provided. Thank you for your purchase.",0
Project update - Sprint review,"Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.","Project update - Sprint review Hello, I wanted to follow up on the project status. We are on track for the deadline next week. The development team has completed the main features and testing is ongoing. Best regards.",0
Team meeting tomorrow at 10am,"Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.","Team meeting tomorrow at 10am Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.",0
FREE iPhone 15 - Click to claim your prize,"Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update","FREE iPhone 15 - Click to claim your prize Dear Customer, We have detected suspicious activity on your account. Please click the link below immediately to verify your identity or your account will be suspended within 24 hours. Click here: http://secure-login-verify.xyz/update FREE MONEY",1
Verify your account immediately,"CONGRATULATIONS!!! You have been selected as our lucky winner. To claim your $1,000,000 prize send your full name bank account number and social security number to our claims office immediately!!!","Verify your account immediately CONGRATULATIONS!!! You have been selected as our lucky winner. To claim your $1,000,000 prize send your full name bank account number and social security number to our claims office immediately!!! FREE MONEY",1
Your order has been shipped,"Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.","Your order has been shipped Hi John, following up on our call last week regarding the Q3 budget review. Could we schedule another meeting to finalize the numbers? Let me know your availability. Thanks.",0
Your payment is pending - Act NOW,WIN WIN WIN!!! You are the lucky selected winner of our monthly draw. Claim your prize of $50000 today by sending your personal details and a small processing fee of $50.,Your payment is pending - Act NOW WIN WIN WIN!!! You are the lucky selected winner of our monthly draw. Claim your prize of $50000 today by sending your personal details and a small processing fee of $50. VERIFY NOW,1
Exclusive offer - $500 cash reward for you,Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify.,Exclusive offer - $500 cash reward for you Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify. CLICK NOW,1
Final notice: Confirm your bank details,Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify.,Final notice: Confirm your bank details Your PayPal account has been limited. You must verify your information NOW to restore access. Failure to act within 24 hours will result in permanent suspension. Click here to verify. FREE MONEY,1
Your payment is pending - Act NOW,Hello dear we are pleased to inform you that your email address has won ONE MILLION DOLLARS in our online lottery. Send us $100 processing fee to claim your winning prize.,Your payment is pending - Act NOW Hello dear we are pleased to inform you that your email address has won ONE MILLION DOLLARS in our online lottery. Send us $100 processing fee to claim your winning prize. VERIFY NOW,1
Team meeting tomorrow at 10am,"Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.","Team meeting tomorrow at 10am Dear customer, thank you for subscribing to our service. Your account has been successfully created. You can now login and start using all features. Feel free to contact support if needed.",0
Verify your account immediately,Hello dear we are pleased to inform you that your email address has won ONE MILLION DOLLARS in our online lottery. Send us $100 processing fee to claim your winning prize.,Verify your account immediately Hello dear we are pleased to inform you that your email address has won ONE MILLION DOLLARS in our online lottery. Send us $100 processing fee to claim your winning prize. $$$,1
